;name;regions;trainingIterations;threshold;fn_rate
0;;16;25600;0.0;87.77575853076792
1;;16;25600;0.01;55.906147484554495
2;;16;25600;0.010115911122238298;55.85358427644985
3;;16;25600;0.01023316578330245;55.79587282594333
4;;16;25600;0.010351779556301762;55.747977153289085
5;;16;25600;0.010471768194855203;55.694079902738466
6;;16;25600;0.0105931476351837;55.64951046409102
7;;16;25600;0.010715933998226712;55.59583662935512
8;;16;25600;0.01084014359178331;55.54660852736546
9;;16;25600;0.010965792912678098;55.5003178997339
10;;16;25600;0.011092898648952227;55.4452584030136
11;;16;25600;0.011221477682079803;55.39047636131228
12;;16;25600;0.01135154708920999;55.33443528680675
13;;16;25600;0.011483124145435111;55.28747199206517
14;;16;25600;0.011616226326085019;55.23748895432615
15;;16;25600;0.011750871309048077;55.18178179370976
16;;16;25600;0.011887076977119033;55.12315248328573
17;;16;25600;0.012024861420374122;55.05568010068649
18;;16;25600;0.012164242938573681;54.99111454334441
19;;16;25600;0.012305240043592616;54.94133072476147
20;;16;25600;0.012447871461879062;54.87758140137061
21;;16;25600;0.012592156136941509;54.813754648672145
22;;16;25600;0.012738113231864785;54.7772370514626
23;;16;25600;0.01288576213185518;54.73129727538123
24;;16;25600;0.01303512244681509;54.68139489317099
25;;16;25600;0.013186214013947484;54.63169173011683
26;;16;25600;0.013339056900390587;54.58061258374172
27;;16;25600;0.013493671405883064;54.53156595669181
28;;16;25600;0.013650078065460139;54.47103317578862
29;;16;25600;0.013808297652180923;54.40609821612473
30;;16;25600;0.013968351179887397;54.358893761352114
31;;16;25600;0.014130259905995335;54.305428824435744
32;;16;25600;0.01429404533431761;54.24870459760146
33;;16;25600;0.014459729217920195;54.20296484723145
34;;16;25600;0.014627333562011298;54.14847235887845
35;;16;25600;0.014796880626863964;54.10475625572548
36;;16;25600;0.014968392930772557;54.05279957719726
37;;16;25600;0.01514189325304352;54.0044369090314
38;;16;25600;0.015317404637020797;53.96641669932073
39;;16;25600;0.015494950393146316;53.92218117456243
40;;16;25600;0.01567455410205595;53.86171695085871
41;;16;25600;0.015856239617711373;53.81597800704399
42;;16;25600;0.0160400310705682;53.76069509450896
43;;16;25600;0.01622595287078087;53.70709707597011
44;;16;25600;0.016414029711444664;53.654136236108606
45;;16;25600;0.016604286571875296;53.60710519072286
46;;16;25600;0.016796748720926534;53.55430485536362
47;;16;25600;0.01699144172034626;53.499050978818964
48;;16;25600;0.017188391428171454;53.45152551504181
49;;16;25600;0.017387624002162504;53.402294186831
50;;16;25600;0.01758916590327733;53.341505727901584
51;;16;25600;0.017793043899185772;53.29174368631142
52;;16;25600;0.017999285067824763;53.23029627171189
53;;16;25600;0.018207916800994622;53.18333136385974
54;;16;25600;0.01841896680799711;53.13546230753
55;;16;25600;0.018632463119315597;53.0791349058973
56;;16;25600;0.018848434090337953;53.02188883779182
57;;16;25600;0.01906690840512252;52.96232956912098
58;;16;25600;0.019287915080207777;52.89569035813402
59;;16;25600;0.019511483468466165;52.85820086180271
60;;16;25600;0.019737643263002553;52.80088623649777
61;;16;25600;0.019966424501097934;52.75442542570049
62;;16;25600;0.020197857568198786;52.6993312471028
63;;16;25600;0.020431973201952707;52.639330792689556
64;;16;25600;0.02066880249629082;52.58868395994869
65;;16;25600;0.0209083769055575;52.541285931907
66;;16;25600;0.021150728248687946;52.4974932060017
67;;16;25600;0.021395888713434216;52.4416610293157
68;;16;25600;0.021643890860640204;52.390753679216886
69;;16;25600;0.021894767628566205;52.342764446149246
70;;16;25600;0.02214855233726359;52.29509864175203
71;;16;25600;0.022405278693000182;52.23027901949428
72;;16;25600;0.02266498079273693;52.1723143106274
73;;16;25600;0.022927693128656487;52.12428878257182
74;;16;25600;0.023193450592744275;52.07638423780941
75;;16;25600;0.023462288481422622;52.019753571388506
76;;16;25600;0.023734242500238662;51.96130412279365
77;;16;25600;0.02400934876860652;51.89853395752216
78;;16;25600;0.024287643824604504;51.83447088412437
79;;16;25600;0.024569164629827903;51.78242064518277
80;;16;25600;0.024853948574297985;51.72092161104482
81;;16;25600;0.025142033481427968;51.658435353234644
82;;16;25600;0.025433457613046485;51.621164433386326
83;;16;25600;0.025728259674479323;51.57176130889921
84;;16;25600;0.026026478819690044;51.52358495500482
85;;16;25600;0.026328154656480203;51.4739253459362
86;;16;25600;0.02663332725174981;51.42265746562374
87;;16;25600;0.026942037136818826;51.37605228142995
88;;16;25600;0.027254325312810277;51.31028253704321
89;;16;25600;0.027570233256095828;51.25160241363606
90;;16;25600;0.0278898029238044;51.204923026355786
91;;16;25600;0.028213076759394707;51.14836253024492
92;;16;25600;0.028540097698292376;51.09683171290864
93;;16;25600;0.028870909173592346;51.049121547970586
94;;16;25600;0.029205555121827452;50.994408870024024
95;;16;25600;0.029544079988803797;50.942082789174
96;;16;25600;0.029886528735503824;50.89711249254854
97;;16;25600;0.03023294684405776;50.84584703190195
98;;16;25600;0.030583380323784312;50.79974191198657
99;;16;25600;0.030937875717301364;50.76025619131801
100;;16;25600;0.031296480106707505;50.699324972102666
101;;16;25600;0.0316592411198352;50.64761993882423
102;;16;25600;0.0320262069365765;50.594795406806355
103;;16;25600;0.03239742629528196;50.53935118321379
104;;16;25600;0.03277294849923382;50.48705333179883
105;;16;25600;0.033152823423194235;50.43840272339523
106;;16;25600;0.03353710152002929;50.38966984635227
107;;16;25600;0.03392583382740992;50.32466552293363
108;;16;25600;0.03431907197459043;50.27636979885665
109;;16;25600;0.034716868189265594;50.22813214676039
110;;16;25600;0.03511927530450728;50.165233739198136
111;;16;25600;0.03552634676578139;50.110822712929206
112;;16;25600;0.03593813663804626;50.05461629458967
113;;16;25600;0.036354699612933174;50.003469397570385
114;;16;25600;0.03677609101601031;49.95379769017244
115;;16;25600;0.03720236681413066;49.89824619472659
116;;16;25600;0.03763358362286533;49.83575671069526
117;;16;25600;0.038069798714022836;49.774339945196665
118;;16;25600;0.038511070023255684;49.71305948754171
119;;16;25600;0.03895745615775501;49.66749314655857
120;;16;25600;0.03940901640403448;49.6157114905278
121;;16;25600;0.039865810735804384;49.5624796480896
122;;16;25600;0.040327899821937054;49.51245144325447
123;;16;25600;0.04079534503452449;49.4425319719121
124;;16;25600;0.04126820845702952;49.3937490884413
125;;16;25600;0.04174655289253135;49.35106698916726
126;;16;25600;0.042230441872066725;49.303814141077375
127;;16;25600;0.042719939663067766;49.24631239494567
