;name;regions;trainingIterations;threshold;fn_rate
0;;16;12800;0.0;59.76465550919836
1;;16;12800;0.01;23.038650251131084
2;;16;12800;0.010115911122238298;23.023659346113483
3;;16;12800;0.01023316578330245;23.010315255764993
4;;16;12800;0.010351779556301762;22.99622113101275
5;;16;12800;0.010471768194855203;22.98229984027528
6;;16;12800;0.0105931476351837;22.96800353233594
7;;16;12800;0.010715933998226712;22.95387679739223
8;;16;12800;0.01084014359178331;22.939365262189202
9;;16;12800;0.010965792912678098;22.86988598824859
10;;16;12800;0.011092898648952227;22.79082257903569
11;;16;12800;0.011221477682079803;22.69617475932048
12;;16;12800;0.01135154708920999;22.4392097115759
13;;16;12800;0.011483124145435111;22.16309269838247
14;;16;12800;0.011616226326085019;22.040556642924273
15;;16;12800;0.011750871309048077;22.022787349593646
16;;16;12800;0.011887076977119033;22.006961623674478
17;;16;12800;0.012024861420374122;21.99072500934282
18;;16;12800;0.012164242938573681;21.975359087123344
19;;16;12800;0.012305240043592616;21.960397531278065
20;;16;12800;0.012447871461879062;21.945765338366606
21;;16;12800;0.012592156136941509;21.931097274244536
22;;16;12800;0.012738113231864785;21.91559112820175
23;;16;12800;0.01288576213185518;21.900610006241592
24;;16;12800;0.01303512244681509;21.885322348481637
25;;16;12800;0.013186214013947484;21.869343354662576
26;;16;12800;0.013339056900390587;21.853938300213336
27;;16;12800;0.013493671405883064;21.83876477812352
28;;16;12800;0.013650078065460139;21.823558645842233
29;;16;12800;0.013808297652180923;21.81126134263985
30;;16;12800;0.013968351179887397;21.800372799708857
31;;16;12800;0.014130259905995335;21.786275413937464
32;;16;12800;0.01429404533431761;21.769148541378748
33;;16;12800;0.014459729217920195;21.75215863162419
34;;16;12800;0.014627333562011298;21.734646958806152
35;;16;12800;0.014796880626863964;21.71623198368447
36;;16;12800;0.014968392930772557;21.69729850651845
37;;16;12800;0.01514189325304352;21.678400900563048
38;;16;12800;0.015317404637020797;21.66004788480515
39;;16;12800;0.015494950393146316;21.64162638764517
40;;16;12800;0.01567455410205595;21.621606991103288
41;;16;12800;0.015856239617711373;21.60006795963902
42;;16;12800;0.0160400310705682;21.57844740269608
43;;16;12800;0.01622595287078087;21.556292038613076
44;;16;12800;0.016414029711444664;21.53426711529594
45;;16;12800;0.016604286571875296;21.51092474024352
46;;16;12800;0.016796748720926534;21.48698885970639
47;;16;12800;0.01699144172034626;21.464298688483318
48;;16;12800;0.017188391428171454;21.44475540073686
49;;16;12800;0.017387624002162504;21.42904054946868
50;;16;12800;0.01758916590327733;21.407054758381307
51;;16;12800;0.017793043899185772;21.376583795474097
52;;16;12800;0.017999285067824763;21.345692161096956
53;;16;12800;0.018207916800994622;21.313463508869646
54;;16;12800;0.01841896680799711;21.22613015510059
55;;16;12800;0.018632463119315597;21.121004680866882
56;;16;12800;0.018848434090337953;21.011917068369875
57;;16;12800;0.01906690840512252;20.876180407405645
58;;16;12800;0.019287915080207777;20.78392617574415
59;;16;12800;0.019511483468466165;20.64757318216118
60;;16;12800;0.019737643263002553;20.507809162550718
61;;16;12800;0.019966424501097934;20.377547752733875
62;;16;12800;0.020197857568198786;20.234300964674684
63;;16;12800;0.020431973201952707;20.147221970399077
64;;16;12800;0.02066880249629082;20.078515557996248
65;;16;12800;0.0209083769055575;20.01002763387625
66;;16;12800;0.021150728248687946;19.940691844778097
67;;16;12800;0.021395888713434216;19.873655074178405
68;;16;12800;0.021643890860640204;19.80934451558539
69;;16;12800;0.021894767628566205;19.74277080970453
70;;16;12800;0.02214855233726359;19.672156701100853
71;;16;12800;0.022405278693000182;19.595203171275898
72;;16;12800;0.02266498079273693;19.491007087499014
73;;16;12800;0.022927693128656487;19.382764078961014
74;;16;12800;0.023193450592744275;19.31984597554366
75;;16;12800;0.023462288481422622;19.269998036866472
76;;16;12800;0.023734242500238662;19.199739379349793
77;;16;12800;0.02400934876860652;19.124559843940666
78;;16;12800;0.024287643824604504;19.04655300493131
79;;16;12800;0.024569164629827903;18.967408070239745
80;;16;12800;0.024853948574297985;18.886440225845142
81;;16;12800;0.025142033481427968;18.8061115412033
82;;16;12800;0.025433457613046485;18.721960942121477
83;;16;12800;0.025728259674479323;18.64009305644237
84;;16;12800;0.026026478819690044;18.56352432687673
85;;16;12800;0.026328154656480203;18.48779041821266
86;;16;12800;0.02663332725174981;18.41205650954859
87;;16;12800;0.026942037136818826;18.336906323311787
88;;16;12800;0.027254325312810277;18.262613785110577
89;;16;12800;0.027570233256095828;18.2146148442896
90;;16;12800;0.0278898029238044;18.188989755834452
91;;16;12800;0.028213076759394707;18.165963699639263
92;;16;12800;0.028540097698292376;18.140482096026577
93;;16;12800;0.028870909173592346;18.1167451376574
94;;16;12800;0.029205555121827452;18.0923788025929
95;;16;12800;0.029544079988803797;18.06765375542226
96;;16;12800;0.029886528735503824;18.040512293063877
97;;16;12800;0.03023294684405776;18.013608885103206
98;;16;12800;0.030583380323784312;17.984859740305478
99;;16;12800;0.030937875717301364;17.9576139253344
100;;16;12800;0.031296480106707505;17.34176719845193
101;;16;12800;0.0316592411198352;17.249816241571082
102;;16;12800;0.0320262069365765;17.217121263605787
103;;16;12800;0.03239742629528196;17.18128266318303
104;;16;12800;0.03277294849923382;17.145678856138836
105;;16;12800;0.033152823423194235;17.109191312905875
106;;16;12800;0.03353710152002929;17.074572333644
107;;16;12800;0.03392583382740992;17.037615203653907
108;;16;12800;0.03431907197459043;16.92002285322218
109;;16;12800;0.034716868189265594;16.61167066576315
110;;16;12800;0.03511927530450728;16.327231531707216
