;name;regions;trainingIterations;threshold;fn_rate
0;;16;3200;0.0;43.31840170042535
1;;16;3200;0.01;24.699693899693283
2;;16;3200;0.010115911122238298;24.669301522762733
3;;16;3200;0.01023316578330245;24.638240794950608
4;;16;3200;0.010351779556301762;24.60419447339777
5;;16;3200;0.010471768194855203;24.569827167539955
6;;16;3200;0.0105931476351837;24.534171527417005
7;;16;3200;0.010715933998226712;24.499663516110445
8;;16;3200;0.01084014359178331;24.465485283199396
9;;16;3200;0.010965792912678098;24.424065116722865
10;;16;3200;0.011092898648952227;24.38497978128657
11;;16;3200;0.011221477682079803;24.344817169758265
12;;16;3200;0.01135154708920999;24.307332358801535
13;;16;3200;0.011483124145435111;24.269056079695567
14;;16;3200;0.011616226326085019;24.23227919302787
15;;16;3200;0.011750871309048077;24.194710838210938
16;;16;3200;0.011887076977119033;24.15533090074132
17;;16;3200;0.012024861420374122;24.115990536679163
18;;16;3200;0.012164242938573681;24.08205853830343
19;;16;3200;0.012305240043592616;24.04372949465418
20;;16;3200;0.012447871461879062;24.00523336328454
21;;16;3200;0.012592156136941509;23.965572014917417
22;;16;3200;0.012738113231864785;23.929925168885013
23;;16;3200;0.01288576213185518;23.89662634502867
24;;16;3200;0.01303512244681509;23.86154671783655
25;;16;3200;0.013186214013947484;23.828102791486177
26;;16;3200;0.013339056900390587;23.79697610799495
27;;16;3200;0.013493671405883064;23.764649031144053
28;;16;3200;0.013650078065460139;23.73387850831998
29;;16;3200;0.013808297652180923;23.704444687259056
30;;16;3200;0.013968351179887397;23.669853132092296
31;;16;3200;0.014130259905995335;23.64039292875973
32;;16;3200;0.01429404533431761;23.611552708810734
33;;16;3200;0.014459729217920195;23.580144614422
34;;16;3200;0.014627333562011298;23.550935042670027
35;;16;3200;0.014796880626863964;23.52268402678768
36;;16;3200;0.014968392930772557;23.49487711247796
37;;16;3200;0.01514189325304352;23.468129886079154
38;;16;3200;0.015317404637020797;23.440868205383346
39;;16;3200;0.015494950393146316;23.414257287388022
40;;16;3200;0.01567455410205595;23.38841585231556
41;;16;3200;0.015856239617711373;23.3624249177038
42;;16;3200;0.0160400310705682;23.336873687619395
43;;16;3200;0.01622595287078087;23.31115097276932
44;;16;3200;0.016414029711444664;23.286716592184384
45;;16;3200;0.016604286571875296;23.261952433203938
46;;16;3200;0.016796748720926534;23.235684484739945
47;;16;3200;0.01699144172034626;23.210753238039104
48;;16;3200;0.017188391428171454;23.185839579519353
49;;16;3200;0.017387624002162504;23.16014324694092
50;;16;3200;0.01758916590327733;23.133330064863014
51;;16;3200;0.017793043899185772;23.10806024567611
52;;16;3200;0.017999285067824763;23.083449983280236
53;;16;3200;0.018207916800994622;23.056566448477952
54;;16;3200;0.01841896680799711;23.0292959736916
55;;16;3200;0.018632463119315597;23.001115310533628
56;;16;3200;0.018848434090337953;22.97319847009207
57;;16;3200;0.01906690840512252;22.942252065457055
58;;16;3200;0.019287915080207777;22.911336440138953
59;;16;3200;0.019511483468466165;22.878829084431842
60;;16;3200;0.019737643263002553;22.848247634554532
61;;16;3200;0.019966424501097934;22.814289253907162
62;;16;3200;0.020197857568198786;22.782516204760725
63;;16;3200;0.020431973201952707;22.748109325495452
64;;16;3200;0.02066880249629082;22.711930436984957
65;;16;3200;0.0209083769055575;22.673403526298397
66;;16;3200;0.021150728248687946;22.636644227811793
67;;16;3200;0.021395888713434216;22.59937926911874
68;;16;3200;0.021643890860640204;22.56268592631124
69;;16;3200;0.021894767628566205;22.51785804974773
70;;16;3200;0.02214855233726359;22.477282115963714
71;;16;3200;0.022405278693000182;22.4346307768106
72;;16;3200;0.02266498079273693;22.393795417355445
73;;16;3200;0.022927693128656487;22.354389097614185
74;;16;3200;0.023193450592744275;22.314661793567957
75;;16;3200;0.023462288481422622;22.27410784501031
76;;16;3200;0.023734242500238662;22.233421985094456
77;;16;3200;0.02400934876860652;22.193483622875103
78;;16;3200;0.024287643824604504;22.156337384404427
79;;16;3200;0.024569164629827903;22.116829932621876
80;;16;3200;0.024853948574297985;22.077581906510463
81;;16;3200;0.025142033481427968;22.03565607982748
82;;16;3200;0.025433457613046485;21.999798175621947
83;;16;3200;0.025728259674479323;21.965501222488513
84;;16;3200;0.026026478819690044;21.929726862143177
85;;16;3200;0.026328154656480203;21.894167957016244
86;;16;3200;0.02663332725174981;21.862825818306614
87;;16;3200;0.026942037136818826;21.828559644490095
88;;16;3200;0.027254325312810277;21.796769007162567
89;;16;3200;0.027570233256095828;21.767449509278755
90;;16;3200;0.0278898029238044;21.73361424589904
91;;16;3200;0.028213076759394707;21.703111942836653
92;;16;3200;0.028540097698292376;21.67276353635884
93;;16;3200;0.028870909173592346;21.642890010770564
94;;16;3200;0.029205555121827452;21.612286575666882
95;;16;3200;0.029544079988803797;21.583872869109417
96;;16;3200;0.029886528735503824;21.5563473656972
97;;16;3200;0.03023294684405776;21.528162305493954
98;;16;3200;0.030583380323784312;21.50218895906329
99;;16;3200;0.030937875717301364;21.474316089074463
100;;16;3200;0.031296480106707505;21.447903038116447
101;;16;3200;0.0316592411198352;21.42200444145543
102;;16;3200;0.0320262069365765;21.395644155040696
103;;16;3200;0.03239742629528196;21.370646952660753
104;;16;3200;0.03277294849923382;21.344299857381838
105;;16;3200;0.033152823423194235;21.318370481403907
106;;16;3200;0.03353710152002929;21.29104724207427
107;;16;3200;0.03392583382740992;21.264453912260038
108;;16;3200;0.03431907197459043;21.238120008116944
109;;16;3200;0.034716868189265594;21.21257317507781
110;;16;3200;0.03511927530450728;21.18512681848052
